Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
34,2007-11-23,48.67240524291992,48.96231272209589,45.934377540149846,48.640192329892045,27664090
35,2007-11-26,49.058929443359375,50.47625778536974,48.6723877331943,50.47625778536974,20159123
36,2007-11-27,47.85098648071289,49.896451454282804,47.35170171578706,49.896451454282804,20573198
37,2007-11-28,47.1423225402832,49.123366175653935,46.820202192292754,48.89788018444589,16435311
38,2007-11-29,45.86995315551758,48.57576340352611,45.27402959416734,48.31806885382517,25530967
39,2007-11-30,47.64162063598633,47.93152812974075,46.063231508623225,46.70747232542757,18437721
40,2007-12-03,48.31806182861328,48.91398530331913,47.85098561002413,48.22142310974836,16851227
41,2007-12-04,47.68992233276367,49.0428293562156,47.33558912480852,48.64017897650208,14008727
42,2007-12-05,49.59043502807617,49.76760383006527,47.67382169608979,47.77045604696634,27725290
43,2007-12-06,48.67240524291992,51.42653284864777,48.044268730507454,50.66954905316126,24104710
44,2007-12-07,48.46302795410156,49.670979536065936,47.593305436509915,48.97842150288059,11742386
45,2007-12-10,48.5113410949707,49.10726027677289,47.88320463372771,48.93009582310798,8330010
46,2007-12-11,48.285865783691406,49.22001417803668,48.044275455720836,48.946210932529084,11685950
47,2007-12-12,48.25363540649414,48.68849871330176,47.35170025603398,47.67382057677496,16342131
48,2007-12-13,47.44832992553711,48.962297031334856,47.271165514215184,48.3180564533845,14620172
49,2007-12-14,46.981266021728516,47.72214550117378,46.73967574193843,47.28728212374417,10991851
50,2007-12-17,44.1466064453125,47.5127659356984,43.48625708966249,47.25506702774828,19355678
51,2007-12-18,43.953338623046875,45.4189846806717,42.584326936833854,43.64732249851367,21607783
52,2007-12-19,43.14802551269531,45.75720086741908,42.77758803427368,45.37065475226138,19526912
53,2007-12-20,42.713165283203125,44.066072414072316,42.51989221178801,43.71173917798404,17105204
54,2007-12-24,44.017757415771484,44.71031528431544,43.00307483291105,43.35740808652606,16711519
55,2007-12-26,45.35455322265625,45.90215952401642,44.259344988972444,44.259344988972444,20930094
56,2007-12-27,45.67667007446289,46.932938375467906,45.29012396536771,46.28869777300008,44565277
57,2007-12-28,46.031002044677734,46.22427509404007,45.096849700932474,45.58003013982026,18354518
58,2007-12-31,46.369232177734375,46.643035333155034,45.80552159794222,46.38534081572183,11982308
59,2008-01-01,47.22284698486328,47.65771027649815,46.175955978981996,46.61081927061687,16687746
60,2008-01-02,46.96516418457031,47.577192051281614,46.272606220422325,47.22285874875273,13437280
61,2008-01-03,48.89786911010742,49.09114214893678,46.11152960484468,46.6752400861594,31815218
62,2008-01-04,48.64019775390625,50.25079989452852,48.31807732578179,49.60655903827961,28011310
63,2008-01-07,48.23752975463867,49.348842207901185,47.722136382427074,48.33416410047494,15858063
64,2008-01-08,46.59471893310547,48.96230428146207,46.03100834392708,48.28585070064066,13282666
65,2008-01-09,45.85383987426758,46.85241379909985,45.74109688179613,46.643036452531,13113527
66,2008-01-10,44.758628845214844,47.35170003658415,44.45261279431455,46.063218759591635,18023003
67,2008-01-11,45.43509292602539,45.869956331664234,43.647322118185116,45.370667099620576,11629440
68,2008-01-14,46.12763977050781,46.61082024485998,44.79084133194076,45.51561204346901,10264240
69,2008-01-15,44.726409912109375,47.06178191194136,44.355972468701815,46.86851324166671,11558334
70,2008-01-16,43.808372497558594,44.77473346284136,42.6970600089053,44.4042959666236,14834065
71,2008-01-17,44.98412322998047,45.982697280226844,43.035292312604724,43.96944053933691,16169395
72,2008-01-18,42.89032745361328,44.66198899106518,42.51988563691734,44.61366745390595,13254156
73,2008-01-21,35.594303131103516,42.519889822960195,31.004086511284992,42.519889822960195,33202389
74,2008-01-22,32.018768310546875,33.822643012313684,25.431405887615878,32.08319193892749,58755707
75,2008-01-23,35.594303131103516,36.963314453912396,32.53416017423661,32.53416017423661,28425991
76,2008-01-24,35.67483901977539,38.20348474876433,33.983707110259076,37.51092684057935,29911930
77,2008-01-25,37.51092529296875,37.68808973808911,35.99695789834483,37.36596938766163,12550722
78,2008-01-28,37.91358947753906,38.203497024229776,33.983718029834215,36.995545272153095,13601109
79,2008-01-29,37.28543472290039,38.55781169850688,36.72172417885332,38.01020542238948,7679877
80,2008-01-30,35.2238655090332,37.52702485163788,34.75678931193653,37.365964696644035,9016102
81,2008-01-31,32.92071533203125,35.69095182683089,32.53417126368032,35.59431526361343,41538563
82,2008-02-01,34.06422805786133,34.3058182658031,33.178397295408175,33.484411121897494,9089201
83,2008-02-04,35.81978988647461,36.23854676277483,34.70847515728744,34.70847515728744,12009385
84,2008-02-05,36.93110656738281,37.41428709991377,35.11112743532358,35.884215413565734,14593303
85,2008-02-06,36.60898971557617,37.04385311027468,34.56352657617025,35.916431759816426,12429218
86,2008-02-07,34.885650634765625,37.3498731566253,34.66016677783884,36.109708666749626,11300078
87,2008-02-08,33.983699798583984,35.40102822019147,33.35556347686529,35.111120829027506,13514197
88,2008-02-11,31.583900451660156,34.46687870593198,31.24567372067943,34.46687870593198,15133331
89,2008-02-12,31.02019500732422,32.7435396598463,30.762498304444517,32.534162317548095,10237627
90,2008-02-13,30.569229125976562,31.97045133990659,29.94109487942045,31.567800901791333,10395753
91,2008-02-14,33.242828369140625,33.581055173014946,31.24568045465168,31.24568045465168,12514003
92,2008-02-15,34.19308853149414,34.466891746961025,32.22815320577818,33.11398431114674,12080990
93,2008-02-18,33.99980545043945,34.966168557553,33.709898047468094,34.966168557553,6977153
94,2008-02-19,33.629371643066406,34.69236921090917,33.37167493199568,34.61183912523197,7226542
95,2008-02-20,32.79186248779297,33.32336243868689,32.421424915412494,33.30725598238367,5604999
96,2008-02-21,33.0173454284668,33.58105605488814,32.61469498102298,33.323359331620395,3874365
97,2008-02-22,32.59858322143555,32.807960546226845,31.583902948285537,31.92212970600221,2691220
98,2008-02-25,32.87238693237305,33.27503734812409,32.08319255440468,32.985129922590666,6270186
99,2008-02-26,33.001243591308594,33.46831773879428,32.840183389794994,33.17841024987732,7139423
100,2008-02-27,34.933956146240234,36.657298505157094,33.484414741880435,33.484414741880435,43223132
101,2008-02-28,35.91643142700195,36.1902346262407,34.789010086990785,35.272190661281286,35763847
102,2008-02-29,35.40102767944336,36.39960145067599,34.821212905972054,35.69093725069704,16477462
103,2008-03-03,33.91927719116211,35.0467005124559,33.53273323831415,33.85485356310716,10049153
104,2008-03-04,33.04955291748047,34.27361059475888,32.21204137951397,34.14476333800042,11485198
105,2008-03-05,33.66158676147461,33.822646943404756,32.24425584977821,33.210616941359085,8581053
106,2008-03-07,31.938234329223633,33.17839830832676,30.601433827089945,33.17839830832676,14251925
107,2008-03-10,31.824909210205078,32.05153574493282,29.995706656686956,31.9867856200948,11713659
108,2008-03-11,34.44732666015625,34.771079655983606,30.821293546008,31.565923679938496,19665129
109,2008-03-12,33.57319259643555,35.612836823356034,33.24943961424469,35.38621017494052,12262350
110,2008-03-13,28.959712982177734,33.02281590501701,28.16651854433014,32.699062894010595,47000084
111,2008-03-14,30.950794219970703,31.080294541546046,29.170152722561756,29.769094454335892,35798540
112,2008-03-17,29.736722946166992,30.36804090866299,29.105404983670994,30.36804090866299,19211273
113,2008-03-18,29.995723724365234,30.578479570676336,29.202527108102313,29.68815661409647,12632937
114,2008-03-19,30.17378044128418,33.60556007070321,29.979527811344045,31.40403977893836,16449023
115,2008-03-24,30.465160369873047,31.3069189266708,29.80146637650446,31.3069189266708,11636914
116,2008-03-25,31.61448860168457,31.808739085851325,30.691791666223132,31.258359420659662,13232423
117,2008-03-26,31.42024040222168,32.18106094490293,31.08029926196855,31.404052310668504,11448313
118,2008-03-27,31.986812591552734,32.29437978615703,30.950803133807458,30.950803133807458,17425122
119,2008-03-28,32.051544189453125,32.294361063851234,31.209787953605282,32.13248241572253,11599511
120,2008-03-31,31.824909210205078,32.19722627030503,31.404030105373938,32.05153574493282,9914705
121,2008-04-01,31.889678955078125,32.342934498987134,31.484987681368654,32.05155546456191,6034588
122,2008-04-02,32.40766906738281,33.34655368790238,32.05154003967028,32.05154003967028,6087024
123,2008-04-03,32.148677825927734,32.63430729420626,31.88967500372777,32.48861889284078,3883474
124,2008-04-04,31.986812591552734,32.359129965592764,31.371682593526494,32.359129965592764,5906537
125,2008-04-07,31.8572940826416,32.18104699095987,31.484976920721635,32.03535862133464,4088729
126,2008-04-08,31.04791831970215,31.873488848076963,30.82129167549485,31.80873649636883,5753811
127,2008-04-09,31.12885093688965,31.404039599544504,30.772721849230436,31.145039021890522,3776374
128,2008-04-10,31.743982315063477,31.970608930534162,30.96697614899539,31.080288358935675,7075297
129,2008-04-11,31.889678955078125,32.2134319740457,31.56592593611055,32.05155546456191,4012660
130,2008-04-15,32.37530517578125,32.537181657748356,31.14504347371323,31.69542307328331,6362785
131,2008-04-16,31.9382381439209,32.925685133787844,31.808735639583244,32.69905849568486,4725794
132,2008-04-17,33.16850662231445,33.92932493361605,32.067744991159735,32.423874206213775,14831167
133,2008-04-21,33.702693939208984,34.285449764048145,33.346566965289306,33.670319957356554,7639361
134,2008-04-22,34.25307846069336,34.64158386292936,33.346571710384836,33.67032474852097,8814769
135,2008-04-23,34.28544998168945,34.69014122434247,33.832196668154275,34.3178261593379,5265604
136,2008-04-24,33.07137680053711,34.70632988700594,32.77999997924548,34.641579726228976,8801780
137,2008-04-25,33.3465690612793,33.81601049016534,32.89331352654158,33.67032207369597,4095990
138,2008-04-28,33.47606658935547,34.12357256005624,33.3465662734515,33.37894025463227,4708244
139,2008-04-29,33.94550323486328,34.26925617496683,33.50843808307758,33.67031455312935,6497143
140,2008-04-30,34.17212677001953,34.60919407795307,33.99406442550359,34.28544116706598,6331377
141,2008-05-02,34.47970199584961,35.45096095960983,34.41494964179322,34.690140559761474,5658418
142,2008-05-05,34.31782531738281,35.12720778283142,34.09119647058484,34.93295511288757,7642293
143,2008-05-06,34.02644729614258,34.706329465010405,33.83219681617357,34.04263538503763,5061166
144,2008-05-07,33.54082107543945,34.22070331064394,33.02281754938955,33.99407663077269,4303106
145,2008-05-08,33.1361198425293,33.47606085806547,32.941869401930106,33.28180822187621,3642073
146,2008-05-09,32.941871643066406,33.799816087492424,32.44005412842901,32.69905692910543,8621761
147,2008-05-12,32.941871643066406,33.18468635702738,32.21342530559326,32.941871643066406,4890395
148,2008-05-13,33.038997650146484,33.281812377909276,32.76380894270286,33.08756191305325,5056766
149,2008-05-14,33.08757400512695,33.265638643012636,32.375317649175344,32.375317649175344,2982486
150,2008-05-15,33.10375213623047,33.47606719791553,32.37530790594974,32.37530790594974,2646760
151,2008-05-16,33.36274719238281,33.459873512626004,32.95805602102796,33.346561302000715,4422288
152,2008-05-20,33.297996520996094,33.42749901114933,32.95805550328022,33.022807846151885,3464912
153,2008-05-21,33.508445739746094,33.99407526086759,32.53718669750309,32.53718669750309,3419088
154,2008-05-22,33.05519104003906,33.21706755118025,32.699064032882866,32.699064032882866,3558000
155,2008-05-23,32.50479507446289,33.314177225118776,32.37529480859379,32.860924098987326,4417028
156,2008-05-26,32.261993408203125,32.45624608074385,30.756540684988728,30.756540684988728,2605807
157,2008-05-27,31.290735244750977,32.66668548994142,31.145046834378334,32.310556312950034,3316550
158,2008-05-28,32.4400520324707,32.634302473734785,30.85366135306856,31.404040896701922,4505700
159,2008-05-29,32.97425079345703,33.346568063955374,32.0191798745101,32.78000030917102,11026212
160,2008-05-30,31.92205047607422,33.18468838311566,31.79255016562449,33.05518587707558,4023430
161,2008-06-02,30.562292098999023,32.37530983625315,30.109036566890182,31.727801619584717,4431595
162,2008-06-03,29.429161071777344,30.432794240888278,29.153970092413324,30.109041180738114,6240766
163,2008-06-04,28.522642135620117,29.607213192233708,28.3445775754029,29.299648331271353,5762089
164,2008-06-05,28.47408103942871,28.684521796005875,27.519010177458252,28.49026912771779,9721099
165,2008-06-06,28.166513442993164,29.34821303649916,27.761822252530195,28.32838991917835,6317089
166,2008-06-09,27.778018951416016,28.45790124041698,26.547756911866653,27.842769122846846,6500809
167,2008-06-10,27.583757400512695,27.81038622126892,26.952439589125138,27.51900724983529,6717902
168,2008-06-11,27.7132568359375,28.166510036198062,27.519004209774426,27.842757122986246,2586175
169,2008-06-12,27.907514572143555,28.069391071125516,26.54775241981319,27.357134914722995,3244212
170,2008-06-13,27.729448318481445,28.13413950958414,27.438069343533368,27.858948621398216,4248430
171,2008-06-16,28.70071029663086,29.1377755131726,27.8751397379314,27.97226607347083,4354615
172,2008-06-17,29.55865478515625,29.78528143729212,28.19889267675057,29.105401480884513,4736084
173,2008-06-18,29.52627944946289,30.17378763851415,29.46152928923492,29.46152928923492,5055019
174,2008-06-19,28.894960403442383,29.461528125337892,28.425519015847048,28.94352466838769,4221271
175,2008-06-20,28.23125648498535,29.251079345488268,27.85894156175408,29.137764962458053,3837789
176,2008-06-23,27.243810653686523,28.101757105973892,26.968622022099428,28.00463080252385,4516050
177,2008-06-24,26.402063369750977,27.648513259929125,26.126872449917208,27.24381982669515,5238203
178,2008-06-25,25.67361831665039,26.20780985493069,25.090862514059797,25.90024496332717,3933879
179,2008-06-26,27.1304988861084,28.29601015452087,25.81929925804181,25.81929925804181,18253250
180,2008-06-27,25.932621002197266,26.806755873257817,25.786932588884035,26.224000024414313,6821283
181,2008-06-30,25.414613723754883,26.159245964338712,24.686169570147058,25.916431246469436,4596315
182,2008-07-01,23.617788314819336,25.414617966107016,22.71127944433639,25.414617966107016,6202295
183,2008-07-02,24.653789520263672,24.91279228438998,22.87314853583144,23.63396874377936,5245963
184,2008-07-03,24.00628662109375,24.653792512194475,23.310218666396548,24.44335397582281,4726793
185,2008-07-04,24.330034255981445,24.799475485443676,23.4720900157777,23.633966453219138,4862814
186,2008-07-07,24.864234924316406,25.867870090201748,24.653796355142312,24.653796355142312,5528014
187,2008-07-08,25.592679977416992,26.223997846401115,22.986465865671217,22.986465865671217,8354280
188,2008-07-09,27.373315811157227,27.48662801331649,25.932613592302662,25.932613592302662,6860769
189,2008-07-10,28.571205139160156,28.911146184283975,26.612499303532694,27.373319633305513,7216175
190,2008-07-11,27.211442947387695,29.202522746334445,27.00100220886788,28.846395812485156,6040791
191,2008-07-14,27.227632522583008,28.19889371650289,26.547752541106803,26.547752541106803,5942149
192,2008-07-15,26.09449577331543,26.839128075447984,25.90024530031809,26.547751268156762,3693378
193,2008-07-16,25.382238388061523,26.547749950561634,24.9451710032264,26.09449447821589,6973872
194,2008-07-17,26.67725372314453,26.871506407312395,25.900247377654303,25.900247377654303,5038238
195,2008-07-18,28.166513442993164,28.39314007053438,26.369684118219546,27.162878412408915,5983177
196,2008-07-21,29.752904891967773,29.930969458869434,28.18270215963985,28.652143511951305,8754188
197,2008-07-22,30.96698570251465,31.242174464915845,29.49390895411615,29.752911821239643,12631056
198,2008-07-23,33.152320861816406,33.79982697427127,31.760182280920265,32.34293822124783,12798869
199,2008-07-24,31.986812591552734,33.767454601786895,29.99573194925464,29.99573194925464,10764301
200,2008-07-25,32.051544189453125,33.0875552421734,30.837470795412084,31.64685305810611,10710381
201,2008-07-28,31.792556762695312,32.68287761965547,31.43642754167492,32.051557437338346,5533881
202,2008-07-29,30.513729095458984,31.56592642334474,30.27091432748535,31.08029688739747,5145929
203,2008-07-30,31.792556762695312,32.051557437338346,30.78892146388571,30.78892146388571,7354746
204,2008-07-31,30.67559242248535,32.342921096609004,30.270901316473267,32.342921096609004,6006517
205,2008-08-01,31.565933227539062,31.69543578239435,29.137785024403254,30.18998257909544,4699412
206,2008-08-04,31.760175704956055,32.34293152462366,30.934605143392815,30.934605143392815,4301346
207,2008-08-05,33.1846923828125,33.42750714086458,31.56592513354139,31.88967814427749,9161115
208,2008-08-06,32.342926025390625,34.36638186380818,32.116299410605876,34.36638186380818,8616591
209,2008-08-07,32.261993408203125,32.990437636845115,31.25835825939353,31.25835825939353,4809365
210,2008-08-08,31.711605072021484,32.50479924225022,31.598290678164574,31.889667411525373,4883824
211,2008-08-11,32.002986907958984,32.47242825126158,31.760172192913824,32.11630131988282,2714705
212,2008-08-12,31.45261001586914,32.375306890178074,31.209795280060515,32.21342820404857,5801276
213,2008-08-13,31.582111358642578,31.889676261565644,30.837479038793248,31.080293782509955,2754609
214,2008-08-14,30.8212890625,31.727795562476583,30.756536716281502,31.40404261374489,2566362
215,2008-08-18,30.465160369873047,31.4040430561865,30.173783590145486,30.756537149600607,2963058
216,2008-08-19,29.898591995239258,30.594659950138002,29.28346008116136,30.41659758650589,2941144
217,2008-08-20,30.23853302001953,30.481347729194276,30.02809228804731,30.109030524438893,3319410
218,2008-08-21,29.91478157043457,30.416599100275352,29.5586524342662,30.109032030134355,4138486
219,2008-08-22,29.607215881347656,30.95079205266397,28.846397703084808,30.95079205266397,4139879
220,2008-08-25,29.93096923828125,30.33566043480692,29.72052849873375,30.33566043480692,2034227
221,2008-08-26,29.979537963867188,30.076664311728937,29.429158253438256,29.623408753571013,1489491
222,2008-08-27,29.380592346191406,30.35185137956065,29.21871584062987,30.141412800566897,4297168
223,2008-08-28,28.94352912902832,29.785285699646384,28.57121182276293,29.461532665810793,7382078
224,2008-08-29,30.141420364379883,30.254734824944812,29.332037633462324,29.461537992172662,2219080
225,2008-09-01,30.125091552734375,30.255572894293117,29.521610370523263,30.076159390482538,3417069
226,2008-09-02,31.707195281982422,31.837676647609626,30.07616493830147,30.33712988177936,5030404
227,2008-09-04,31.038475036621094,31.60933491446742,30.77751007858948,31.348369956435807,2813325
228,2008-09-05,30.353445053100586,30.695961453338832,30.01092865286234,30.663340001040403,3330688
229,2008-09-08,31.95184898376465,33.24036074428469,31.64195187403234,31.968157495036074,8377948
230,2008-09-09,32.066017150878906,32.3269820700012,31.33205456022306,31.95184651966641,3737279
231,2008-09-10,31.788755416870117,32.32699396314714,31.47885821702519,31.902926090086165,3847698
232,2008-09-11,30.940614700317383,31.641955991857273,30.695960452725743,31.641955991857273,2567354
233,2008-09-12,31.250507354736328,32.09864290263843,30.74488817088021,31.152645220405535,6093354
234,2008-09-15,29.276962280273438,30.581784815921473,28.39620751115572,30.10878708919377,6770268
235,2008-09-16,29.84783363342285,30.108798683489585,27.72749619649528,28.135253395904428,4654621
236,2008-09-17,29.081247329711914,30.271897299391256,28.70610943175984,30.271897299391256,4674190
237,2008-09-18,29.015993118286133,29.586852894757264,26.92827824922386,28.706098253503594,6603710
238,2008-09-19,30.777509689331055,30.940612509510018,29.358514268884615,29.701030633705162,9821730
239,2008-09-22,30.108789443969727,32.946780450739254,29.864135199401577,31.641955600818736,4162514
240,2008-09-23,29.74995994567871,30.418681936264626,29.19541081161607,29.74995994567871,6569683
241,2008-09-24,30.434995651245117,30.761201316541246,29.45637865535672,29.84782501126733,5730103
242,2008-09-25,29.488990783691406,30.647020971820687,28.787647497703485,30.516537419620978,10926783
243,2008-09-26,29.015993118286133,29.65209578184682,28.510376228904562,29.65209578184682,4967945
244,2008-09-29,27.93952178955078,29.8478235080945,27.40128114158437,29.8478235080945,7859964
245,2008-09-30,27.98845672607422,29.03231454552059,26.42266889079264,26.42266889079264,6616439
246,2008-10-01,28.91814422607422,29.195417752916406,27.776422026064072,28.347284232181178,3743739
247,2008-10-03,29.325897216796875,29.684722120586883,28.543002294282434,29.064932242625396,4681406
248,2008-10-06,28.722412109375,29.358512630121755,28.13524154706128,28.999687773091424,5560277
249,2008-10-07,29.66840934753418,30.30451211950053,28.706103145644,28.706103145644,9928258
250,2008-10-08,29.4400691986084,29.68472345812588,27.43390294323075,28.6734871794546,9985473
251,2008-10-10,29.260656356811523,29.929378458490397,27.09138942028316,29.325899264076895,9025179
252,2008-10-13,29.84783363342285,30.0761772226471,29.21173284478946,29.407457185395607,6805621
253,2008-10-14,29.130168914794922,30.956921269782928,28.901825423477284,30.010923645433504,5099383
254,2008-10-15,28.885517120361328,29.505306964758912,28.575622198162538,28.967068532109625,5495022
255,2008-10-16,27.776424407958984,28.47776807364677,27.23818582387992,28.47776807364677,6651066
256,2008-10-17,25.68869972229004,28.542998954025546,25.31356192449928,28.347276905469204,5586092
257,2008-10-20,25.982284545898438,27.009833622152453,25.166770459454078,25.786562492485917,7922965
258,2008-10-21,26.194318771362305,27.564381954165906,25.444045391281637,26.24324873023178,8047276
259,2008-10-22,24.759010314941406,26.1290733661104,24.514356119653254,25.933351337213836,5408099
260,2008-10-23,23.552053451538086,24.367567553245564,23.19322636189736,24.13922404721219,6641370
261,2008-10-24,20.502033233642578,23.16060876216726,20.22475750809016,22.834403067269804,9905588
262,2008-10-27,18.9199275970459,20.22474988481139,16.962694165397657,20.126887770784357,12878172
263,2008-10-29,21.415407180786133,22.769159775414835,19.57234388736089,21.52957783365224,13094201
264,2008-10-31,22.785472869873047,23.48681643421745,21.660063676185437,22.54081860114861,8097887
265,2008-11-03,23.4868106842041,24.106600461680227,22.671294442552455,24.07397901561374,4951148
266,2008-11-04,24.51435661315918,24.710080858219193,23.046431411879027,23.16060204464461,4515828
267,2008-11-05,23.617294311523438,25.7050117546359,23.160605083862773,25.7050117546359,6145587
268,2008-11-06,22.834396362304688,24.383875170311217,22.361398686036573,23.160601961416948,4896229
269,2008-11-07,24.612226486206055,25.346189317974805,22.50819793202309,22.671300783527258,8250147
270,2008-11-10,25.166770935058594,25.73763080635782,24.612221788241207,25.37880371665173,3775177
271,2008-11-11,24.873186111450195,25.917043692865093,24.302326254651977,25.280943152020352,8900004
272,2008-11-12,23.829328536987305,25.411426886626437,23.535744325325318,25.411426886626437,5705390
273,2008-11-14,23.747772216796875,24.791631892065855,23.45418806576702,23.61729086349989,4038880
274,2008-11-17,24.726388931274414,25.541905129790006,22.50819044611464,25.541905129790006,5361538
275,2008-11-18,23.388952255249023,24.661153457360758,22.932262999247676,24.661153457360758,6392448
276,2008-11-19,22.818090438842773,24.220775116481942,22.52450403902608,23.48681243527554,5606729
277,2008-11-20,22.573434829711914,22.99750036088885,21.611126492379935,22.834397552828978,5080395
278,2008-11-21,24.00874137878418,24.75901482339914,21.855783183319268,22.42664307627488,8350092
279,2008-11-24,24.612226486206055,25.003672887371252,23.3889550999248,24.726397154924566,5420119
280,2008-11-25,24.00874137878418,25.166771889796006,23.813019314247885,24.87318768687973,5453771
281,2008-11-26,24.546977996826172,24.922113551327943,23.568361198414628,24.26970235238691,5246053
282,2008-11-27,24.546977996826172,24.546977996826172,24.546977996826172,24.546977996826172,0
283,2008-11-28,24.15553092956543,24.628530846418816,23.193224796927225,23.8130167997384,8464961
284,2008-12-01,23.959806442260742,25.574523647573447,23.861944324194443,24.62852833478671,5733003
285,2008-12-02,23.747772216796875,24.00873713561412,22.997498904781022,23.780393661232758,5879324
286,2008-12-03,24.465436935424805,24.775331943430814,23.2421654204872,23.97612832944976,6430656
287,2008-12-04,25.639781951904297,25.770265603119874,21.692690769622093,21.692690769622093,4648185
288,2008-12-05,25.32987403869629,26.553145205160305,24.481738478391794,24.481738478391794,5338962
289,2008-12-08,25.395124435424805,26.226949589128775,24.302336436203426,26.014916724089773,11709287
290,2008-12-10,24.98735809326172,26.585767105207296,24.628533205683148,26.585767105207296,11172070
291,2008-12-11,24.710084915161133,25.427736911167596,24.31863636077245,25.427736911167596,9867592
292,2008-12-12,23.94349479675293,24.220770418539,23.42156499535201,24.106597583162824,9847702
293,2008-12-15,24.334949493408203,24.873190202829896,24.139227409074408,24.7590173278006,5741641
294,2008-12-16,25.264638900756836,25.574533888540586,23.16061026258357,24.465435338927968,9183505
295,2008-12-17,25.23202133178711,25.933365056642963,24.563299068449922,25.933365056642963,8720755
296,2008-12-18,25.982284545898438,26.259560220178933,24.66115128341387,24.66115128341387,12640018
297,2008-12-19,27.238176345825195,27.564381971084533,25.949664568495503,26.748867907936187,10050607
298,2008-12-22,27.25448989868164,27.482833417621652,26.308492159896304,26.308492159896304,6524631
299,2008-12-23,26.699935913085938,27.515449981618303,26.504213863972268,27.07507371194492,5151765
300,2008-12-24,26.243249893188477,27.058763991975376,22.01888509169347,22.01888509169347,13318746
301,2008-12-26,26.29217529296875,27.67854902039357,25.60714489616334,27.67854902039357,5480531
302,2008-12-29,26.846731185913086,27.058763966508696,25.770252134082806,26.585766232102173,3418418
303,2008-12-30,26.79780387878418,27.23818245657033,25.8028760560916,26.781493151417287,4868199
304,2008-12-31,27.123998641967773,27.531755600629644,26.52051967048205,27.531755600629644,4396180
305,2009-01-02,27.515445709228516,27.972134844029508,26.99351811374286,27.972134844029508,3976548
306,2009-01-05,26.895660400390625,27.972139422342227,26.553144046284636,27.972139422342227,4505326
